message,label,category
Your Nova Bank verification code has expired. Re-verify your identity immediately at http://quickcourier-secure.info/kbbex7 to avoid suspension.,high,Phishing Attempt
"Dear valued customer, your SecureNet account balance shows an error. Verify your information immediately to avoid a hold: http://cloudmail-confirm.net/bpx76z",high,Phishing Attempt
Your MetroBank refund of $500 is pending. Verify your bank details to receive it within 24 hours: http://cloudmail-update.xyz/2wavu4,high,Phishing Attempt
Congratulations! You've been selected to receive £500 from TrustBank. Claim now before it expires: http://paylink-verify.biz/uwd4tq,high,Phishing Attempt
Your PayLink order could not be delivered due to a billing issue. Confirm payment within 12 hours: http://streamplus-secure.net/qcnhaa,high,Phishing Attempt
"Dear customer, your PayLink payment of $50 could not be processed. Update your billing info now at http://nova bank-claim.biz/lhu4pb.",high,Suspicious Message
We've detected a login to your SecureNet account from an unrecognized location. Secure your account now: http://cloudmail-verify.info/cllpg2,high,Phishing Attempt
Your ClickPay order could not be delivered due to a billing issue. Confirm payment within 12 hours: http://metrobank-confirm.net/x49me7,high,Phishing Attempt
"Dear customer, your MetroBank payment of $500 could not be processed. Update your billing info now at http://primeship-claim.biz/uby8a7.",high,Suspicious Message
URGENT: We detected unusual activity on your PrimeShip account. Verify immediately at http://clickpay-confirm.info/xkb76a or it will be suspended.,high,Phishing Attempt
FINAL NOTICE: Your QuickCourier subscription will be cancelled unless you verify your payment details within 24 hours at http://swiftpay-confirm.info/4tv9gz,high,Phishing Attempt
"Dear customer, your ClickPay payment of $100 could not be processed. Update your billing info now at http://metrobank-secure.xyz/4qse89.",high,Suspicious Message
Congratulations! You've been selected to receive $500 from Nova Bank. Claim now before it expires: http://swiftpay-verify.net/hh5e5z,high,Phishing Attempt
"Your MetroBank refund of £1,000 is pending. Verify your bank details to receive it within 24 hours: http://metrobank-claim.net/rbktx7",high,Phishing Attempt
We've detected a login to your CloudMail account from an unrecognized location. Secure your account now: http://cloudmail-confirm.info/ta2gp6,high,Phishing Attempt
Your TrustBank account has been locked due to suspicious activity. Call 1-800-286-4054 immediately to restore access.,high,Suspicious Message
Your ShopEase account has been locked due to suspicious activity. Call 1-800-841-3226 immediately to restore access.,high,Suspicious Message
Your SwiftPay account has been locked due to suspicious activity. Call 1-800-911-9022 immediately to restore access.,high,Suspicious Message
We've detected a login to your StreamPlus account from an unrecognized location. Secure your account now: http://swiftpay-update.info/ba9rcc,high,Phishing Attempt
We've detected a login to your QuickCourier account from an unrecognized location. Secure your account now: http://dataguard-update.net/det8av,high,Phishing Attempt
We've detected a login to your PrimeShip account from an unrecognized location. Secure your account now: http://streamplus-secure.xyz/r2x5vb,high,Phishing Attempt
"Dear customer, your CloudMail payment of $2,000 could not be processed. Update your billing info now at http://dataguard-claim.biz/enm5kl.",high,Suspicious Message
FINAL NOTICE: Your PrimeShip subscription will be cancelled unless you verify your payment details within 24 hours at http://fasttrack logistics-secure.info/rny5gp,high,Phishing Attempt
"Dear customer, your TrustBank payment of $1,000 could not be processed. Update your billing info now at http://cloudmail-claim.info/lbzt9y.",high,Suspicious Message
"Attention: Your SecureNet membership will auto-renew for $1,500 tomorrow. Cancel now or call 1-800-124-7100 immediately.",high,Urgent Action Scam
Your TrustBank account has been locked due to suspicious activity. Call 1-800-167-7056 immediately to restore access.,high,Suspicious Message
"Dear customer, your SecureNet payment of $1,000 could not be processed. Update your billing info now at http://fasttrack logistics-update.info/yxq7wv.",high,Suspicious Message
"Dear valued customer, your MetroBank account balance shows an error. Verify your information immediately to avoid a hold: http://nova bank-claim.xyz/shztt3",high,Phishing Attempt
We've detected a login to your ClickPay account from an unrecognized location. Secure your account now: http://nova bank-verify.info/thvj3j,high,Phishing Attempt
This is your final warning. Your ClickPay account will be permanently closed unless you verify now: http://metrobank-update.biz/p6y4qz,high,Phishing Attempt
We've detected a login to your ShopEase account from an unrecognized location. Secure your account now: http://streamplus-update.net/fr59ly,high,Phishing Attempt
"We noticed a large withdrawal attempt on your QuickCourier account. If this wasn't you, click here now: http://quickcourier-secure.xyz/gfuwfx",high,Suspicious Message
Your CloudMail account has been locked due to suspicious activity. Call 1-800-960-3634 immediately to restore access.,high,Suspicious Message
"Your StreamPlus refund of £1,000 is pending. Verify your bank details to receive it within 24 hours: http://trustbank-confirm.biz/td2wj5",high,Phishing Attempt
Your SwiftPay verification code has expired. Re-verify your identity immediately at http://dataguard-claim.xyz/2qqfxa to avoid suspension.,high,Phishing Attempt
Your FastTrack Logistics order could not be delivered due to a billing issue. Confirm payment within 12 hours: http://streamplus-confirm.xyz/sgersp,high,Phishing Attempt
FINAL NOTICE: Your FastTrack Logistics subscription will be cancelled unless you verify your payment details within 24 hours at http://globaltel-update.biz/twgvef,high,Phishing Attempt
Security Alert: Someone tried to access your ShopEase account from a new device. Confirm your identity now: http://shopease-confirm.net/awwnbt,high,Phishing Attempt
Attention: Your StreamPlus membership will auto-renew for $250 tomorrow. Cancel now or call 1-800-243-6550 immediately.,high,Urgent Action Scam
Congratulations! You've been selected to receive $250 from Nova Bank. Claim now before it expires: http://shopease-confirm.xyz/ayqs4c,high,Phishing Attempt
URGENT: We detected unusual activity on your GlobalTel account. Verify immediately at http://clickpay-update.info/mbr9e9 or it will be suspended.,high,Phishing Attempt
"Congratulations! You've been selected to receive £1,000 from CloudMail. Claim now before it expires: http://nova bank-secure.info/dbvn3q",high,Suspicious Message
URGENT: We detected unusual activity on your PrimeShip account. Verify immediately at http://clickpay-secure.info/u99eb5 or it will be suspended.,high,Phishing Attempt
This is your final warning. Your DataGuard account will be permanently closed unless you verify now: http://nova bank-secure.biz/4u9xsg,high,Phishing Attempt
Your DataGuard verification code has expired. Re-verify your identity immediately at http://primeship-claim.info/dq8nmm to avoid suspension.,high,Phishing Attempt
This is your final warning. Your SecureNet account will be permanently closed unless you verify now: http://shopease-claim.net/8utjvj,high,Phishing Attempt
"Dear valued customer, your SecureNet account balance shows an error. Verify your information immediately to avoid a hold: http://nova bank-secure.xyz/38qb5j",high,Phishing Attempt
Your PayLink refund of $250 is pending. Verify your bank details to receive it within 24 hours: http://cloudmail-verify.biz/leqyld,high,Phishing Attempt
Your SwiftPay account has been locked due to suspicious activity. Call 1-800-410-7002 immediately to restore access.,high,Suspicious Message
FINAL NOTICE: Your SwiftPay subscription will be cancelled unless you verify your payment details within 24 hours at http://cloudmail-update.xyz/2sze9g,high,Phishing Attempt
URGENT: Your SecureNet package is on hold. Pay the outstanding customs fee of $100 now: http://quickcourier-claim.biz/nfu8vf,high,Urgent Action Scam
"Attention: Your SwiftPay membership will auto-renew for $1,500 tomorrow. Cancel now or call 1-800-294-1227 immediately.",high,Urgent Action Scam
Your CloudMail account has been locked due to suspicious activity. Call 1-800-130-5425 immediately to restore access.,high,Suspicious Message
"We noticed a large withdrawal attempt on your Nova Bank account. If this wasn't you, click here now: http://dataguard-confirm.biz/kbympe",high,Phishing Attempt
"Dear valued customer, your QuickCourier account balance shows an error. Verify your information immediately to avoid a hold: http://globaltel-update.biz/a4tnr5",high,Phishing Attempt
"Attention: Your MetroBank membership will auto-renew for $1,000 tomorrow. Cancel now or call 1-800-565-9693 immediately.",high,Urgent Action Scam
Security Alert: Someone tried to access your StreamPlus account from a new device. Confirm your identity now: http://metrobank-verify.net/5mkwrx,high,Phishing Attempt
Security Alert: Someone tried to access your GlobalTel account from a new device. Confirm your identity now: http://clickpay-verify.info/y378xt,high,Phishing Attempt
URGENT: We detected unusual activity on your Nova Bank account. Verify immediately at http://paylink-update.info/gvy4t5 or it will be suspended.,high,Phishing Attempt
Your ShopEase refund of £500 is pending. Verify your bank details to receive it within 24 hours: http://cloudmail-verify.biz/93j49s,high,Phishing Attempt
"Attention: Your ClickPay membership will auto-renew for $2,000 tomorrow. Cancel now or call 1-800-340-2920 immediately.",high,Urgent Action Scam
"Dear customer, your ShopEase payment of $500 could not be processed. Update your billing info now at http://shopease-secure.info/5ahtpp.",high,Suspicious Message
Attention: Your GlobalTel membership will auto-renew for £500 tomorrow. Cancel now or call 1-800-613-8794 immediately.,high,Urgent Action Scam
